"","X","Sp","Limb_length","Limb_width","Observer","Limb_volume"
"51",51,"T. alba",7.3446232941933,1.45158976642415,"Cassie C",0.225324362620421
"52",52,"B. bison",93.5932532884181,13.1769339297898,"David J",1.45704872270916
"53",53,"B. bison",17.9528642445803,24.3732791463844,"David J",25.9886702937733
"54",54,"T. alba",7.61355041060597,1.34443280054256,"Cassie C",0.186457927565352
"55",55,"H. leptonyx",30.4374649934471,12.8149094898254,"Cassie C",4.23752709980737
"56",56,"T. alba",7.39903300767764,2.79755792836659,"David J",0.830755246871231
"57",57,"S. brachyurus",13.9509182842448,0.776793439872563,"Sam L",0.033970206347889
"58",58,"R. typus",70.514716161415,7.93403177522123,"David J",0.701129096001704
"59",59,"T. alba",9.24484323477373,0.554732339456677,"Cassie C",0.0261431129874638
"60",60,"H. leptonyx",39.1095641907305,9.0785780409351,"David J",1.65516985179788
"61",61,"S. brachyurus",1.36210254393518,2.35000283224508,"Cassie C",3.18432105684659
"62",62,"B. bison",14.1107563395053,9.40607024123892,"Sam L",4.92443062901585
"63",63,"R. typus",15.0540240807459,13.8689532876015,"Cassie C",10.0351679607241
"64",64,"B. bison",65.7653617206961,8.86784849921241,"Sam L",0.939137533796499
"65",65,"T. alba",1.31242932053283,0.500956621253863,"David J",0.150180725985363
"66",66,"B. bison",79.5245914021507,27.0973276463337,"David J",7.25172556462797
"67",67,"R. typus",2.9677307466045,12.9859520401806,"Sam L",44.6285703217384
"68",68,"H. leptonyx",2.22294137813151,14.8329115938395,"Cassie C",77.734657247891
"69",69,"T. alba",3.28070324612781,1.6685877260752,"Cassie C",0.666532027190335
"70",70,"T. alba",8.33357673604041,0.589341259561479,"David J",0.0327334767972697
"71",71,"S. brachyurus",15.8571097301319,3.68372350349091,"Cassie C",0.672109292547098
"72",72,"R. typus",7.73127917200327,8.83951033465564,"David J",7.93770476090728
"73",73,"S. brachyurus",3.06927143130451,0.47308893292211,"David J",0.0572717114858729
"74",74,"T. alba",5.03942447481677,0.87226246856153,"Sam L",0.118577779344786
"75",75,"S. brachyurus",0.85416026879102,4.15487393853255,"David J",15.8732632218321
"76",76,"R. typus",5.77452857978642,19.1030197869986,"Sam L",49.6337852474476
"77",77,"R. typus",45.3160871984437,3.44056534580886,"David J",0.205162082618148
"78",78,"R. typus",66.5760486386716,33.4963635541499,"Sam L",13.2363178860701
"79",79,"T. alba",6.86769122490659,0.140900770900771,"Cassie C",0.00227041819759835
"80",80,"S. brachyurus",18.4493114519864,0.769242577953264,"Sam L",0.0251904745019588
"81",81,"R. typus",99.344360595569,0.178911481052637,"David J",0.000253059755574277
"82",82,"R. typus",75.1222966471687,12.9087468143553,"Sam L",1.74216462201268
"83",83,"H. leptonyx",26.9399264454842,16.3761773798615,"Sam L",7.81841183715111
"84",84,"T. alba",9.12920779548585,2.34876967524178,"Cassie C",0.474610837840223
"85",85,"H. leptonyx",37.4224534165114,18.0604514386505,"Cassie C",6.84565216476032
"86",86,"H. leptonyx",17.891524862498,19.4741085032001,"Sam L",16.6478324346702
"87",87,"B. bison",85.2512642042711,17.5302339205518,"Cassie C",2.83116040584797
"88",88,"T. alba",4.77578767342493,0.71302991034463,"Cassie C",0.0836104127438909
"89",89,"B. bison",73.3084890758619,17.2018954250962,"David J",3.17021136885318
"90",90,"T. alba",8.23544799350202,2.37289480981417,"Cassie C",0.536981872783294
"91",91,"R. typus",56.0384756186977,22.0226784329861,"Sam L",6.79741590400332
"92",92,"H. leptonyx",31.0481545422226,17.702638800256,"Cassie C",7.927387843911
"93",93,"B. bison",62.2262529795989,16.9229190819897,"Sam L",3.61465445339762
"94",94,"H. leptonyx",6.21094729751348,13.8265034556389,"Cassie C",24.1744593633553
"95",95,"R. typus",13.1854995153844,19.1611782368273,"Sam L",21.8694426799329
"96",96,"B. bison",11.6725288331509,13.5852472297847,"David J",12.4182391312584
"97",97,"T. alba",5.54395149927586,1.66930870735087,"David J",0.394769668167598
"98",98,"S. brachyurus",6.85447965282947,0.822467472171411,"David J",0.0775091281488147
"99",99,"R. typus",62.2425033245236,34.22722697258,"Sam L",14.7824445915396
"100",100,"H. leptonyx",7.85141780972481,6.12862008623779,"Sam L",3.75722491052403
